,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACIÓN,RANGO_POB
0,MADRE DE DIOS,TAMBOPATA,INAMBARI,PUERTO MAZUKO,-13.090528,-70.39145,50,177,1000
1,MADRE DE DIOS,MANU,HUEPETUHE,BAMBERME,-13.012593,-70.659838,36,106,1000
2,MADRE DE DIOS,MANU,MADRE DE DIOS,SETAPO,-12.968502,-70.647218,17,64,100
3,MADRE DE DIOS,MANU,HUEPETUHE,SETAPO,-13.022499,-70.66757,11,22,100
4,MADRE DE DIOS,MANU,HUEPETUHE,ARCO IRIS,-12.939392,-70.603532,5,13,100
5,MOQUEGUA,MARISCAL NIETO,TORATA,YACANGO,-17.093655,-70.865401,288,783,1000
6,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,COALAQUE,-16.649001,-71.021666,122,364,1000
7,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,LLOQUE,-16.323852,-70.738557,112,299,1000
8,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,SANTA CRUZ DE OYO OYO (SANTA CRUZ),-16.154283,-70.578703,77,251,1000
9,MOQUEGUA,MARISCAL NIETO,CARUMAS,SOMOA,-16.826877,-70.683602,101,205,1000
10,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,MATALAQUE,-16.481234,-70.826598,81,186,1000
11,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,TASSA,-16.181502,-70.698279,67,152,1000
12,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,SACOHAYA,-16.403802,-70.874521,59,148,1000
13,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,MAYCUNACA,-16.145988,-70.602117,56,142,1000
14,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,CANDAHUA,-16.535292,-70.808997,51,90,100
15,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,YOJO,-16.766687,-70.722503,49,84,100
16,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,EL ESTANQUE,-16.642875,-71.036878,32,81,100
17,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,SOQUESANE,-16.787234,-70.667805,36,73,100
18,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,PACHAMAYO,-16.170838,-70.68658,24,65,100
19,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,TAHUACA (SAN MIGUEL NUEVO),-16.416167,-70.833293,36,62,100
20,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,BELLAVISTA,-16.645737,-71.036722,24,57,100
21,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,SAN CRISTOBAL DE TORATA,-16.350992,-70.74353,24,57,100
22,MOQUEGUA,MARISCAL NIETO,TORATA,LA PASCANA,-17.083195,-70.851823,19,54,100
23,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,OASIS,-17.221979,-70.936121,25,50,100
24,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,QUEBAYA,-16.749412,-70.678552,26,38,100
25,MOQUEGUA,MARISCAL NIETO,SAMEGUA,PULPITO,-17.156327,-70.864967,14,37,100
26,MOQUEGUA,MARISCAL NIETO,TORATA,CRUZ PATA,-17.090675,-70.850327,20,35,100
27,MOQUEGUA,MARISCAL NIETO,TORATA,ALEGOMA,-17.08677,-70.876587,16,35,100
28,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,HUARINA,-16.444942,-70.81691,19,35,100
29,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,HUATALAQUE,-16.751332,-70.718358,20,30,100
30,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,TAMAÑA,-16.646173,-70.985907,14,30,100
31,MOQUEGUA,MARISCAL NIETO,SAMEGUA,BUENA VISTA,-17.153221,-70.860652,14,29,100
32,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ALTO LA VILLA,-17.181123,-70.927184,10,17,100
33,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LA BANDA,-16.647977,-70.98783,8,16,100
34,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,CONDEZA ALTA,-17.217489,-70.962353,13,15,100
35,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,MONTALVO,-17.212077,-70.96557,5,14,100
36,MOQUEGUA,MARISCAL NIETO,SAMEGUA,PAMPA COLORADA,-17.157738,-70.8564,6,11,100
37,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,SANCAYA,-16.407381,-70.871661,6,10,100
38,MOQUEGUA,MARISCAL NIETO,SAMEGUA,QUEBRADA MAMA ROSA,-17.154221,-70.859409,3,9,10
39,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,SANTA CRUZ,-16.641313,-71.048488,6,9,10
40,MOQUEGUA,MARISCAL NIETO,SAMEGUA,ESCAPALAQUE,-17.1741,-70.89677,3,5,10
41,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,VIRGEN DEL CARMEN,-17.219217,-70.953549,2,4,10
42,MOQUEGUA,MARISCAL NIETO,SAMEGUA,SANCARA,-17.169983,-70.887604,2,3,10
43,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,CIBAYA,-16.242755,-70.75018,3,3,10
44,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,LOS LAURELES,-17.217132,-70.933582,2,2,10
45,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,EDEN,-17.219129,-70.928292,1,2,10
46,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,ICHUPAMPA,-16.15538,-70.572832,1,1,10
47,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,PORTILLO PUNCO,-16.328705,-70.732138,1,1,10
48,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,VILLA CANDAHUA,-16.538407,-70.808628,1,1,10
49,MOQUEGUA,MARISCAL NIETO,SAMEGUA,TUCUMAN,-17.171652,-70.894071,0,0,10
50,MOQUEGUA,MARISCAL NIETO,SAMEGUA,BELEN DE SAMEGUA,-17.184157,-70.919704,0,0,10
51,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,HUMALIKE,-16.324417,-70.7311,0,0,10
52,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,ESPERANZA,-16.448032,-70.815758,0,0,10
53,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,SAN MIGUEL VIEJO,-16.414197,-70.83531,0,0,10
54,PASCO,PASCO,HUARIACA,HUARIACA,-10.439098,-76.19156,1484,6175,10000
55,PASCO,PASCO,PAUCARTAMBO,PAUCARTAMBO,-10.774451,-75.813279,1358,5144,10000
56,PASCO,PASCO,NINACACA,NINACACA,-10.855532,-76.113142,666,2400,10000
57,PASCO,DANIEL ALCIDES CARRION,TAPUC,TAPUC,-10.454631,-76.46249,508,1644,10000
58,PASCO,PASCO,TICLACAYAN,TICLACAYAN,-10.535045,-76.164246,368,1212,10000
59,PASCO,PASCO,PAUCARTAMBO,AUQUIMARCA,-10.749311,-75.709818,258,941,1000
60,PASCO,PASCO,PAUCARTAMBO,HUALLAMAYO,-10.764303,-75.716052,230,776,1000
61,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,CHANGO,-10.415116,-76.411389,347,766,1000
62,PASCO,PASCO,YANACANCHA,LA QUINUA,-10.615642,-76.181193,191,730,1000
63,PASCO,PASCO,PAUCARTAMBO,BELLAVISTA,-10.80961,-75.872323,169,603,1000
64,PASCO,PASCO,TICLACAYAN,PUCURHUAY,-10.509087,-76.129252,110,333,1000
65,PASCO,OXAPAMPA,VILLA RICA,PUENTE PAUCARTAMBO (2B),-10.837838,-75.290257,103,326,1000
66,PASCO,OXAPAMPA,VILLA RICA,PUENTE PAUCARTAMBO (2A),-10.838302,-75.289432,97,284,1000
67,PASCO,PASCO,HUACHON,CHIPA,-10.647632,-75.94004,92,268,1000
68,PASCO,OXAPAMPA,CHONTABAMBA,LA FLORIDA,-10.600128,-75.414435,80,224,1000
69,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,SAN MIGUEL DE CUCHIS,-10.519122,-76.420032,109,213,1000
70,PASCO,PASCO,HUACHON,SANTA ISABEL,-10.719018,-75.643642,64,198,1000
71,PASCO,PASCO,YANACANCHA,PARIAMARCA,-10.647763,-76.164693,56,198,1000
72,PASCO,PASCO,YANACANCHA,SANTA ROSA DE PITIC BAJA,-10.618797,-76.187251,49,175,1000
73,PASCO,DANIEL ALCIDES CARRION,PAUCAR,PAUCALIN,-10.333945,-76.35638,55,162,1000
74,PASCO,PASCO,PAUCARTAMBO,PAMPAMARCA CENTRAL,-10.723793,-75.644502,16,43,100
75,PASCO,PASCO,YANACANCHA,SAN MIGUEL,-10.620696,-76.191066,18,40,100
76,PASCO,PASCO,PAUCARTAMBO,SAN JUAN,-10.789843,-75.831622,12,36,100
77,PASCO,PASCO,HUARIACA,TARAPATA,-10.439118,-76.194198,10,35,100
78,PASCO,PASCO,YANACANCHA,QUICHAS,-10.647055,-76.165787,13,35,100
79,PASCO,PASCO,TICLACAYAN,MACHALAN,-10.530973,-76.165762,3,11,100
80,PASCO,PASCO,PAUCARTAMBO,SANTA ROSA DE JATUN YACU,-10.792208,-75.82685,4,9,10
81,PASCO,PASCO,PAUCARTAMBO,CACARA,-10.774105,-75.802453,4,8,10
82,PASCO,PASCO,YANACANCHA,NUNUNYAYOC,-10.653848,-76.171376,2,7,10
83,PASCO,PASCO,TICLACAYAN,ACAPA CANCHA,-10.513745,-76.123802,1,6,10
84,PASCO,PASCO,YANACANCHA,MACAPATA,-10.623211,-76.186374,2,5,10
85,PASCO,PASCO,HUARIACA,POSUYOJ,-10.44014,-76.195682,2,3,10
86,PASCO,PASCO,YANACANCHA,MUYOMUYO,-10.651333,-76.165904,1,3,10
87,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,HUARICOLCA,-10.515005,-76.427137,1,3,10
88,PASCO,OXAPAMPA,VILLA RICA,KM 3,-10.837025,-75.292603,2,3,10
89,PASCO,PASCO,HUARIACA,CHALCAN,-10.442203,-76.19996,1,2,10
90,PASCO,PASCO,PAUCARTAMBO,SAN FRANCISCO,-10.786313,-75.826932,1,2,10
91,PASCO,PASCO,YANACANCHA,HUALANGAYOC,-10.653738,-76.172737,1,2,10
92,PASCO,PASCO,PAUCARTAMBO,TINDALPATA ALTA,-10.720438,-75.646958,1,1,10
93,PASCO,PASCO,HUARIACA,MONTECHICO,-10.442662,-76.197312,0,0,10
94,PASCO,PASCO,PAUCARTAMBO,PALMAFALDA,-10.723742,-75.645252,0,0,10
95,PASCO,PASCO,TICLACAYAN,MARCAPATA,-10.512163,-76.125143,0,0,10
96,PASCO,DANIEL ALCIDES CARRION,PAUCAR,GASAPASH,-10.325457,-76.355749,0,0,10
97,PIURA,PIURA,VEINTISEIS DE OCTUBRE,SAN MARTIN,-5.179294,-80.678167,41165,165712,1000000
98,PIURA,PIURA,PIURA,PIURA,-5.152397,-80.65779,31767,149982,1000000
99,PIURA,PIURA,CASTILLA,CASTILLA,-5.201467,-80.622789,35518,145182,1000000
100,PIURA,PIURA,CATACAOS,CATACAOS,-5.26727,-80.672423,10565,44124,100000
101,PIURA,MORROPON,CHULUCANAS,CHULUCANAS,-5.097188,-80.160339,10420,40867,100000
102,PIURA,PIURA,TAMBO GRANDE,TAMBO GRANDE,-4.928066,-80.337203,6200,24073,100000
103,PIURA,PIURA,LA UNION,LA UNION,-5.388214,-80.737332,4680,19155,100000
104,PIURA,PIURA,LA ARENA,LA ARENA,-5.342964,-80.703599,3664,14729,100000
105,PIURA,SULLANA,QUERECOTILLO,QUERECOTILLO,-4.839274,-80.648203,3325,13173,100000
106,PIURA,PAITA,COLAN,SAN LUCAS (PUEBLO NUEVO DE COLAN),-4.900653,-81.056431,2935,11540,100000
107,PIURA,SULLANA,SULLANA,NUEVO SULLANA,-4.908292,-80.723995,3160,10934,100000
108,PIURA,MORROPON,MORROPON,MORROPON,-5.186215,-79.969243,2491,8949,10000
109,PIURA,PIURA,CATACAOS,LA LEGUA-SAN JACINTO (LA LEGUA),-5.247943,-80.670109,2111,8863,10000
110,PIURA,TALARA,EL ALTO,EL ALTO,-4.268616,-81.221298,2225,8016,10000
111,PIURA,MORROPON,LA MATANZA,LA MATANZA,-5.21367,-80.090446,1780,6787,10000
112,PIURA,SULLANA,MARCAVELICA,MALLARITOS,-4.867403,-80.717898,1626,6100,10000
113,PIURA,SECHURA,VICE,VICE,-5.422192,-80.776253,1422,5972,10000
114,PIURA,SULLANA,SALITRAL,SALITRAL,-4.856926,-80.680831,1527,5784,10000
115,PIURA,PIURA,LA UNION,TABLAZO NORTE (TABLAZO),-5.380796,-80.762523,1261,4979,10000
116,PIURA,PIURA,CASTILLA,RIO SECO,-5.138614,-80.614782,207,4865,10000
117,PIURA,MORROPON,CHULUCANAS,PACCHA,-5.012291,-80.224202,1260,4723,10000
118,PIURA,SULLANA,SULLANA,HUANGALA,-4.839865,-80.60092,1124,4671,10000
119,PIURA,PIURA,CATACAOS,SIMBILA,-5.244412,-80.649686,1051,4658,10000
120,PIURA,PIURA,TAMBO GRANDE,CRUCETA,-4.838322,-80.264893,1286,4597,10000
121,PIURA,SECHURA,VICE,LETIRA,-5.439708,-80.806933,995,4584,10000
122,PIURA,SULLANA,MIGUEL CHECA,SOJO,-4.90028,-80.81469,1088,4403,10000
123,PIURA,SECHURA,VICE,BECARA,-5.452964,-80.808783,931,4067,10000
124,PIURA,PIURA,LA UNION,DOS ALTOS,-5.376077,-80.732408,997,4029,10000
125,PIURA,SECHURA,BERNAL,BERNAL,-5.458949,-80.741968,1073,4007,10000
126,PIURA,PIURA,LA ARENA,LAS MALVINAS,-5.362634,-80.716335,912,3921,10000
127,PIURA,PIURA,LA ARENA,CASAGRANDE,-5.317682,-80.753394,900,3857,10000
128,PIURA,SECHURA,SECHURA,CIUDAD DEL PESCADOR,-5.765692,-80.854452,881,3766,10000
129,PIURA,TALARA,PARIÑAS,ENACE I II III,-4.595088,-81.179973,1075,3575,10000
130,PIURA,PIURA,CATACAOS,PEDREGAL GRANDE,-5.307327,-80.685316,928,3488,10000
131,PIURA,SULLANA,MARCAVELICA,MARCAVELICA,-4.881711,-80.703558,894,3458,10000
132,PIURA,SULLANA,IGNACIO ESCUDERO,SANTA SOFIA,-4.88545,-80.840528,891,3388,10000
133,PIURA,PIURA,CATACAOS,MONTE CASTILLO,-5.281274,-80.714661,817,3365,10000
134,PIURA,MORROPON,CHULUCANAS,LA ENCANTADA,-5.093041,-80.19991,846,3213,10000
135,PIURA,SECHURA,RINCONADA LLICUAR,DOS PUEBLOS,-5.463609,-80.765416,819,2999,10000
136,PIURA,SECHURA,SECHURA,PARACHIQUE - LA BOCANA,-5.764712,-80.864199,727,2994,10000
137,PIURA,SULLANA,IGNACIO ESCUDERO,SAN MIGUEL,-4.847981,-80.886665,710,2732,10000
138,PIURA,MORROPON,CHULUCANAS,BATANES,-5.142819,-80.104032,749,2620,10000
139,PIURA,SULLANA,IGNACIO ESCUDERO,VENTARRONES,-4.843747,-80.838208,708,2582,10000
140,PIURA,MORROPON,CHULUCANAS,SOL SOL,-5.034272,-80.189545,657,2513,10000
141,PIURA,MORROPON,LA MATANZA,LAYNES,-5.234506,-80.060656,723,2493,10000
142,PIURA,SULLANA,SULLANA,SOMATE BAJO,-4.744902,-80.534001,698,2457,10000
143,PIURA,PIURA,CURA MORI,NUEVO POZO DE LOS RAMOS,-5.338115,-80.660927,791,2453,10000
144,PIURA,SULLANA,MARCAVELICA,LA QUINTA,-4.851816,-80.725591,635,2441,10000
145,PIURA,PIURA,LA ARENA,LOMA NEGRA,-5.326138,-80.786005,687,2378,10000
146,PIURA,SECHURA,BELLAVISTA DE LA UNION,SAN CLEMENTE,-5.434335,-80.738081,596,2364,10000
147,PIURA,PIURA,LA ARENA,VICHAYAL,-5.30996,-80.717107,546,2359,10000
148,PIURA,PIURA,CURA MORI,NUEVO CHATO GRANDE,-5.370138,-80.614862,621,2345,10000
149,PIURA,PIURA,TAMBO GRANDE,PALOMINOS,-4.927491,-80.250133,595,2309,10000
150,PIURA,PAITA,VICHAYAL,SAN FELIPE DE VICHAYAL,-4.864285,-81.072989,640,2243,10000
151,PIURA,MORROPON,SAN JUAN DE BIGOTE,BIGOTE,-5.319391,-79.786159,701,2205,10000
152,PIURA,SULLANA,MARCAVELICA,MONTERON,-4.878643,-80.80011,613,2166,10000
153,PIURA,PIURA,CASTILLA,CHAPAYRA,-5.121502,-80.604617,546,2099,10000
154,PIURA,MORROPON,CHULUCANAS,KM 50,-5.16931,-80.187083,569,2095,10000
155,PIURA,PIURA,TAMBO GRANDE,LA PEÑITA,-4.943371,-80.526035,537,2094,10000
156,PIURA,PAITA,VICHAYAL,MIRAMAR,-4.875468,-81.102687,570,2086,10000
157,PIURA,PIURA,EL TALLAN,SINCHAO,-5.409103,-80.681056,528,2078,10000
158,PIURA,PIURA,LA ARENA,CHATITO,-5.380331,-80.695969,544,2050,10000
159,PIURA,SULLANA,SULLANA,CHALACALA,-4.789746,-80.572662,528,2018,10000
160,PIURA,SULLANA,MARCAVELICA,SAMAN,-4.836525,-80.76418,584,1954,10000
161,PIURA,PIURA,CASTILLA,LA OBRILLA,-4.985347,-80.573978,464,1952,10000
162,PIURA,SECHURA,CRISTO NOS VALGA,SAN CRISTO,-5.493159,-80.740975,445,1872,10000
163,PIURA,MORROPON,SALITRAL,MALACASI,-5.34187,-79.859321,566,1850,10000
164,PIURA,PIURA,TAMBO GRANDE,PEDREGAL BAJO,-4.882495,-80.385018,471,1788,10000
165,PIURA,PIURA,CATACAOS,NARIHUALA,-5.291134,-80.687515,442,1680,10000
166,PIURA,TALARA,PARIÑAS,SACOBSA,-4.582495,-81.193093,473,1651,10000
167,PIURA,SECHURA,BELLAVISTA DE LA UNION,BELLAVISTA,-5.44035,-80.754966,400,1615,10000
168,PIURA,SULLANA,MARCAVELICA,LAS PALMERAS,-4.874821,-80.705534,447,1591,10000
169,PIURA,MORROPON,BUENOS AIRES,CARRASQUILLO,-5.218615,-80.01895,414,1558,10000
170,PIURA,SECHURA,SECHURA,PUERTO RICO,-5.824029,-81.035638,437,1538,10000
171,PIURA,PIURA,CASTILLA,TERELA,-5.079569,-80.594261,392,1514,10000
172,PIURA,PIURA,LA UNION,MONTE REDONDO,-5.407519,-80.712976,364,1482,10000
173,PIURA,HUANCABAMBA,CANCHAQUE,CANCHAQUE,-5.375933,-79.605693,341,1453,10000
174,PIURA,SULLANA,SULLANA,EL CUCHO,-4.869218,-80.658512,375,1417,10000
175,PIURA,PIURA,CATACAOS,LA CAMPIÑA,-5.299508,-80.683402,358,1404,10000
176,PIURA,MORROPON,SAN JUAN DE BIGOTE,LA PAREJA,-5.30906,-79.737005,427,1382,10000
177,PIURA,SULLANA,MARCAVELICA,SAN MIGUEL DE TANGARARA,-4.884988,-80.825308,385,1377,10000
178,PIURA,PIURA,LA UNION,CANIZAL CHICO,-5.383869,-80.697656,311,1341,10000
179,PIURA,PIURA,TAMBO GRANDE,SAN MIGUEL DE SEREN,-4.924568,-80.473592,315,1338,10000
180,PIURA,PIURA,LA ARENA,RIO VIEJO NORTE,-5.319703,-80.728574,305,1329,10000
181,PIURA,PAITA,AMOTAPE,AMOTAPE,-4.881921,-81.015211,358,1278,10000
182,PIURA,PIURA,LA ARENA,MONTE GRANDE,-5.364895,-80.695082,356,1271,10000
183,PIURA,PIURA,CATACAOS,SAN PABLO,-5.291018,-80.616997,271,1235,10000
184,PIURA,PIURA,LA UNION,SANTA CRUZ,-5.378008,-80.726214,278,1228,10000
185,PIURA,PIURA,CASTILLA,EL PAPAYO,-5.044629,-80.608911,292,1205,10000
186,PIURA,PIURA,LA ARENA,SANTA ELENA,-5.326477,-80.775704,349,1192,10000
187,PIURA,PIURA,CASTILLA,MIRAFLORES,-5.164053,-80.61472,247,1165,10000
188,PIURA,PAITA,COLAN,SAN LUCAS DE COLAN (LA ARENA CHIQUITA),-5.00504,-81.058401,273,1160,10000
189,PIURA,SULLANA,QUERECOTILLO,LA PECA,-4.780182,-80.583208,331,1155,10000
190,PIURA,TALARA,PARIÑAS,NEGREIROS,-4.581181,-81.186934,323,1142,10000
191,PIURA,PIURA,CATACAOS,NUEVO PEDREGAL (PEDREGAL GRANDE),-5.312915,-80.679805,279,1109,10000
192,PIURA,PIURA,CATACAOS,PAREDONES,-5.268375,-80.703059,265,1101,10000
193,PIURA,PIURA,LA ARENA,ALTO DE LA CRUZ,-5.333531,-80.745607,218,1086,10000
194,PIURA,PIURA,CATACAOS,LA PIEDRA,-5.259049,-80.703731,265,1083,10000
195,PIURA,PAITA,AMOTAPE,EL TAMBO,-4.886922,-81.004557,294,1060,10000
196,PIURA,PIURA,CATACAOS,CUMBIBIRA,-5.289553,-80.746958,260,1059,10000
197,PIURA,SULLANA,MARCAVELICA,VISTA FLORIDA,-4.878462,-80.739073,277,1058,10000
198,PIURA,PIURA,LA UNION,NUEVO TAMARINDO,-5.362972,-80.725131,259,1050,10000
199,PIURA,MORROPON,SALITRAL,SALITRAL,-5.341812,-79.833495,289,1021,10000
200,PIURA,PIURA,CASTILLA,SAN RAFAEL,-4.986879,-80.590852,221,1003,10000
201,PIURA,PIURA,TAMBO GRANDE,PUEBLO LIBRE,-4.941741,-80.239166,254,993,1000
202,PIURA,PIURA,CATACAOS,PEDREGAL CHICO,-5.300201,-80.692734,262,978,1000
203,PIURA,SULLANA,SULLANA,CIENEGUILLO SUR,-5.003996,-80.666036,258,969,1000
204,PIURA,MORROPON,CHULUCANAS,SANCOR,-4.987664,-80.16238,206,925,1000
205,PIURA,PAITA,VICHAYAL,ISLA SAN LORENZO,-4.905907,-81.113757,216,882,1000
206,PIURA,PIURA,TAMBO GRANDE,CALLEJONES,-5.027208,-80.255815,226,870,1000
207,PIURA,MORROPON,BUENOS AIRES,INGENIO DE BUENOS AIRES,-5.209348,-79.946117,284,866,1000
208,PIURA,PIURA,LAS LOMAS,CP-5,-4.740802,-80.311312,237,860,1000
209,PIURA,PIURA,TAMBO GRANDE,MALINGAS,-4.952665,-80.250754,208,859,1000
210,PIURA,PIURA,TAMBO GRANDE,CHARAN COPOZO CP7,-4.89743,-80.26811,234,849,1000
211,PIURA,PIURA,TAMBO GRANDE,OLIVARES SAN FERNANDO,-4.96745,-80.602295,237,839,1000
212,PIURA,SECHURA,SECHURA,TAJAMAR (TAJARQUI),-5.487179,-80.794003,206,829,1000
213,PIURA,PIURA,TAMBO GRANDE,ATAHUALPA,-4.883997,-80.437028,219,819,1000
214,PIURA,SECHURA,BERNAL,CORONADO,-5.467688,-80.731251,208,815,1000
215,PIURA,PIURA,LAS LOMAS,VIVIANO ESPINOZA,-4.739667,-80.274248,207,799,1000
216,PIURA,SECHURA,CRISTO NOS VALGA,SANTA CLARA,-5.494212,-80.751707,196,793,1000
217,PIURA,PIURA,TAMBO GRANDE,SINCHI ROCA,-4.882533,-80.436265,181,780,1000
218,PIURA,PIURA,LA UNION,HUEREQUEQUE,-5.41332,-80.704838,179,779,1000
219,PIURA,PIURA,LA UNION,CANIZAL SANTA ROSA,-5.398698,-80.726161,189,772,1000
220,PIURA,SULLANA,MARCAVELICA,LA NORIA,-4.790425,-80.745783,222,772,1000
221,PIURA,MORROPON,CHULUCANAS,SAN FRANCISCO DE PACCHA,-4.995917,-80.217067,190,754,1000
222,PIURA,PIURA,TAMBO GRANDE,PEDREGAL CHICO,-4.928563,-80.533618,184,747,1000
223,PIURA,PAITA,COLAN,LA ESMERALDA,-5.008175,-81.064088,175,747,1000
224,PIURA,PIURA,CATACAOS,VIDUQUE,-5.252902,-80.66531,185,732,1000
225,PIURA,PIURA,TAMBO GRANDE,GUARAGUAOS ALTO,-4.909275,-80.207299,190,725,1000
226,PIURA,SECHURA,SECHURA,CHUSIS,-5.519383,-80.815801,187,725,1000
227,PIURA,PIURA,CURA MORI,SANTA ROSA,-5.320604,-80.678757,216,723,1000
228,PIURA,PIURA,TAMBO GRANDE,SANTA ROSA DE CURBAN,-4.942908,-80.301707,189,710,1000
229,PIURA,PIURA,TAMBO GRANDE,EL CRUCE DE VEGA,-4.944267,-80.260733,184,680,1000
230,PIURA,SULLANA,SULLANA,CHILACO PELADO (CHILACO),-4.699874,-80.4963,186,676,1000
231,PIURA,PIURA,TAMBO GRANDE,LOS ZAPATAS,-4.974285,-80.257208,166,673,1000
232,PIURA,PIURA,TAMBO GRANDE,ESPERANZA DE MI CAUTIVO CP 8,-4.93654,-80.24242,179,670,1000
233,PIURA,MORROPON,CHULUCANAS,TALANDRACAS,-5.110637,-80.063607,199,650,1000
234,PIURA,SECHURA,BELLAVISTA DE LA UNION,MIRAFLORES,-5.416437,-80.740788,160,650,1000
235,PIURA,MORROPON,CHULUCANAS,HUASIMAL,-5.14729,-80.171872,163,643,1000
236,PIURA,MORROPON,CHULUCANAS,SAN PEDRO,-5.098237,-80.032991,189,640,1000
237,PIURA,PIURA,LA ARENA,PAMPA CHICA,-5.320815,-80.720539,150,633,1000
238,PIURA,MORROPON,MORROPON,LA BOCANA,-5.163567,-80.087054,186,623,1000
239,PIURA,SECHURA,VICE,CHALACO,-5.407321,-80.759645,182,622,1000
240,PIURA,SECHURA,BERNAL,ONZA DE ORO,-5.488156,-80.746538,134,612,1000
241,PIURA,PIURA,TAMBO GRANDE,LAS MONICAS,-4.928732,-80.287361,164,607,1000
242,PIURA,MORROPON,MORROPON,PIURA LA VIEJA,-5.152264,-80.076257,185,592,1000
243,PIURA,PIURA,TAMBO GRANDE,CRUZ VERDE,-4.974368,-80.204587,163,591,1000
244,PIURA,PIURA,TAMBO GRANDE,NUEVO YAPATO,-4.879173,-80.442742,148,584,1000
245,PIURA,PIURA,TAMBO GRANDE,LA PALA,-4.921678,-80.314827,163,575,1000
246,PIURA,SECHURA,BERNAL,CHEPITO,-5.472611,-80.754742,182,564,1000
247,PIURA,SULLANA,SULLANA,RIECITO,-4.716252,-80.508861,159,558,1000
248,PIURA,MORROPON,LA MATANZA,YECALA,-5.190397,-80.128337,165,545,1000
249,PIURA,MORROPON,CHULUCANAS,BELEN,-5.030589,-80.162346,143,536,1000
250,PIURA,HUANCABAMBA,CANCHAQUE,LOS RANCHOS,-5.227491,-79.645398,157,511,1000
251,PIURA,PIURA,LAS LOMAS,CP14,-4.80342,-80.299202,147,502,1000
252,PIURA,PIURA,LA ARENA,CHAQUIRA,-5.308308,-80.752827,118,498,1000
253,PIURA,MORROPON,LA MATANZA,TIERRAS DURAS ALTO,-5.206603,-80.10641,125,498,1000
254,PIURA,HUANCABAMBA,HUARMACA,CUCHUPAMPA,-5.585443,-79.522142,129,493,1000
255,PIURA,HUANCABAMBA,LALAQUIZ,TUNAL,-5.215758,-79.679991,174,493,1000
256,PIURA,PIURA,LA ARENA,RIO VIEJO SUR - ALTO DE LOS CARRILLO,-5.329827,-80.73954,123,487,1000
257,PIURA,PAITA,COLAN,NUEVO PARAISO,-5.006128,-81.048277,106,483,1000
258,PIURA,PIURA,TAMBO GRANDE,EL CARBON,-4.963047,-80.275755,121,481,1000
259,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,LOMA LARGA BAJA,-5.420358,-79.676774,137,480,1000
260,PIURA,MORROPON,CHULUCANAS,FATIMA,-5.072142,-80.109222,132,476,1000
261,PIURA,SULLANA,SULLANA,CHALACALA ALTA,-4.78584,-80.55423,117,467,1000
262,PIURA,PIURA,TAMBO GRANDE,VALLE HERMOSO,-4.937453,-80.569655,118,458,1000
