,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACIÓN,RANGO_POB
894,UCAYALI,CORONEL PORTILLO,CALLERIA,EXITO,-8.401497,-74.412472,34,146,1000
895,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,SAN CRISTOBAL DE AGUA BLANCA,-8.539148,-74.728083,40,144,1000
896,UCAYALI,CORONEL PORTILLO,MASISEA,SANTA ELENA,-8.718717,-74.469713,35,140,1000
897,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,EL CARIBE,-8.203008,-74.847072,32,139,1000
898,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,NUEVO BELEN,-8.459561,-74.677467,35,136,1000
899,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVO UNION DE PROGRESO,-8.14443,-74.83498,37,136,1000
900,UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVA LUZ DE FATIMA,-8.318975,-74.572073,37,135,1000
901,UCAYALI,CORONEL PORTILLO,MASISEA,VARGAS GUERRA,-8.486895,-74.287448,33,134,1000
902,UCAYALI,CORONEL PORTILLO,MANANTAY,PUCALLPILLO,-8.44814,-74.503826,35,133,1000
903,UCAYALI,PADRE ABAD,CURIMANA,ROCA FUERTE,-8.362375,-75.089698,29,132,1000
904,UCAYALI,CORONEL PORTILLO,MASISEA,ISLA LIBERTAD,-8.530528,-74.275283,34,128,1000
905,UCAYALI,CORONEL PORTILLO,MASISEA,NUEVO PROGRESO,-8.744827,-74.483553,32,128,1000
906,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,PAMPAS VERDES,-8.414112,-74.745437,38,124,1000
907,UCAYALI,CORONEL PORTILLO,YARINACOCHA,PADRE BERNARDO MERCIER,-8.26241,-74.649047,26,118,1000
908,UCAYALI,CORONEL PORTILLO,IPARIA,PUERTO NUEVO,-9.364602,-74.424988,21,117,1000
909,UCAYALI,CORONEL PORTILLO,YARINACOCHA,ONCE DE AGOSTO,-8.340817,-74.583243,21,111,1000
910,UCAYALI,CORONEL PORTILLO,CALLERIA,ABANCAY,-8.391891,-74.514577,22,110,1000
911,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MISION SUIZA,-8.392115,-74.667442,34,110,1000
912,UCAYALI,CORONEL PORTILLO,MANANTAY,EGA,-8.442852,-74.482341,29,109,1000
913,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,WONDERLAND,-8.364744,-74.718855,17,106,1000
914,UCAYALI,CORONEL PORTILLO,MASISEA,NUEVA PROVIDENCIA,-8.489505,-74.250978,30,106,1000
915,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,JUVENTUD,-8.350608,-74.96085,36,100,1000
916,UCAYALI,CORONEL PORTILLO,MASISEA,SANTA MARTA,-8.768145,-74.45276,21,96,100
917,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,NARANJILLO,-8.369357,-75.009037,32,92,100
918,UCAYALI,CORONEL PORTILLO,IPARIA,VALLADOLID,-9.02563,-74.486028,23,92,100
919,UCAYALI,CORONEL PORTILLO,IPARIA,NUEVO VILLASOL,-9.254537,-74.385342,21,91,100
920,UCAYALI,CORONEL PORTILLO,MANANTAY,SOLEDAD,-8.444963,-74.59338,19,87,100
921,UCAYALI,CORONEL PORTILLO,YARINACOCHA,LA RESTINGA,-8.343498,-74.566095,24,86,100
922,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,LOS ANGELES,-8.34546,-74.976777,25,82,100
923,UCAYALI,CORONEL PORTILLO,IPARIA,PUERTO LIBRE,-9.118407,-74.463368,20,81,100
924,UCAYALI,CORONEL PORTILLO,MASISEA,PUERTO CONSUELO,-8.498172,-74.263293,21,79,100
925,UCAYALI,CORONEL PORTILLO,MANANTAY,JOSE OLAYA,-8.46103,-74.491118,21,79,100
926,UCAYALI,CORONEL PORTILLO,MANANTAY,SAN LORENZO,-8.447972,-74.454684,17,79,100
927,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,SEÑOR DE LOS MILAGROS,-8.3672,-74.76982,26,76,100
928,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,TRES ISLAS,-8.303843,-74.886152,16,76,100
929,UCAYALI,CORONEL PORTILLO,CALLERIA,4 DE JULIO,-8.368215,-74.395851,20,73,100
930,UCAYALI,CORONEL PORTILLO,CALLERIA,SANTA ELENA,-8.292042,-74.468212,17,71,100
931,UCAYALI,CORONEL PORTILLO,MASISEA,NUEVO ANGAMOS,-8.569283,-74.335872,17,71,100
932,UCAYALI,CORONEL PORTILLO,YARINACOCHA,BELLAVISTA,-8.291308,-74.541873,17,71,100
933,UCAYALI,CORONEL PORTILLO,YARINACOCHA,CASHIBO COCHA,-8.334708,-74.637762,11,71,100
934,UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVA UNION,-8.239898,-74.58787,17,70,100
935,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,ANTONIO RAIMONDI,-8.370337,-74.714233,18,69,100
936,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO UCAYALI,-8.382955,-74.481722,18,68,100
937,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,8 DE MAYO,-8.38372,-74.790247,23,66,100
938,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MARISCAL SUCRE,-8.30496,-74.570977,18,63,100
939,UCAYALI,CORONEL PORTILLO,CALLERIA,SAN FRANCISCO DE ASIS,-8.272624,-74.483229,21,62,100
940,UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVO EGIPTO,-8.275408,-74.647254,14,62,100
941,UCAYALI,CORONEL PORTILLO,YARINACOCHA,DOS DE MAYO,-8.289507,-74.66188,12,61,100
942,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVA BARRANCA,-8.252607,-74.874495,16,60,100
943,UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVA BELGICA,-8.246317,-74.557402,11,59,100
944,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO SAN MARTIN,-8.240874,-74.527477,13,56,100
945,UCAYALI,CORONEL PORTILLO,CALLERIA,PILAR NORES,-8.3702,-74.45796,14,56,100
946,UCAYALI,CORONEL PORTILLO,MANANTAY,JUAN VELASCO,-8.456214,-74.447097,15,56,100
947,UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVO SAN ALEJANDRO,-8.311982,-74.572412,12,55,100
948,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,RAMAL 24 DE DICIEMBRE,-8.36816,-74.745737,12,53,100
949,UCAYALI,CORONEL PORTILLO,CALLERIA,TAHUANTINSUYO,-8.3944,-74.476255,13,52,100
950,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO SANTA ISABEL,-8.318498,-74.481035,11,51,100
951,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,CIUDAD DE LOS INCAS,-8.608922,-74.890693,22,51,100
952,UCAYALI,CORONEL PORTILLO,CALLERIA,MIRAFLORES,-8.445092,-74.362775,15,50,100
953,UCAYALI,CORONEL PORTILLO,YARINACOCHA,HIPOLITO UNANUE,-8.411179,-74.660808,13,50,100
954,UCAYALI,CORONEL PORTILLO,YARINACOCHA,LACRE,-8.324433,-74.673135,12,49,100
955,UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVO EDEN,-8.182635,-74.716138,10,48,100
956,UCAYALI,CORONEL PORTILLO,YARINACOCHA,JUAN LUIS ECHEGARAY,-8.189596,-74.737087,11,47,100
957,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVO SAN JUAN DE SHESHEA,-8.313365,-74.93489,14,46,100
958,UCAYALI,CORONEL PORTILLO,CALLERIA,SANTA ROSA DE PUCALLPA,-8.319858,-74.534581,8,45,100
959,UCAYALI,CORONEL PORTILLO,YARINACOCHA,VENADO,-8.220021,-74.744013,13,44,100
960,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,LAS PALMERAS DEL UCAYALI,-8.578905,-74.875322,13,43,100
961,UCAYALI,PADRE ABAD,CURIMANA,NUEVO PORVENIR,-8.367683,-75.082978,9,43,100
962,UCAYALI,CORONEL PORTILLO,YARINACOCHA,SANTA ISABEL DE CASHIBO,-8.373521,-74.686807,12,42,100
963,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVE DE FEBRERO,-8.324285,-74.812383,10,42,100
964,UCAYALI,CORONEL PORTILLO,YARINACOCHA,LAS AMERICAS,-8.296852,-74.738409,15,41,100
965,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,ESPINAR (ESPINAL),-7.999568,-74.712035,13,40,100
966,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO SANTA ROSA DE CAPSINAY,-8.429682,-74.397525,10,37,100
967,UCAYALI,CORONEL PORTILLO,CALLERIA,CHANCAY,-8.258693,-74.510605,12,36,100
968,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,CEDRO ISLA,-8.306628,-74.916128,14,35,100
969,UCAYALI,CORONEL PORTILLO,MASISEA,JUVENTUD SAN RAFAEL,-8.447887,-74.255773,7,33,100
970,UCAYALI,CORONEL PORTILLO,CALLERIA,ALVA CASTRO,-8.438132,-74.308263,10,32,100
971,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,LA UNION,-8.459305,-74.70883,8,31,100
972,UCAYALI,CORONEL PORTILLO,YARINACOCHA,FAIENAP,-8.412332,-74.663292,7,31,100
973,UCAYALI,CORONEL PORTILLO,YARINACOCHA,SEÑOR DE LOS MILAGROS,-8.208012,-74.654228,8,31,100
974,UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVO PRIMAVERA,-8.348048,-74.655062,10,29,100
975,UCAYALI,CORONEL PORTILLO,YARINACOCHA,PORVENIR DE YARINACOCHA,-8.289895,-74.561047,6,28,100
976,UCAYALI,CORONEL PORTILLO,MANANTAY,SAGRADO CORAZON DE JESUS,-8.458372,-74.504603,7,28,100
977,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO HORIZONTE DE MOHENA,-8.461178,-74.305128,7,27,100
978,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MIGUEL GRAU,-8.325782,-74.762608,8,27,100
979,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,PALMERAS DE ZAPOTILLO,-8.261825,-74.803078,11,27,100
980,UCAYALI,CORONEL PORTILLO,CALLERIA,VISTA ALEGRE,-8.344626,-74.529135,10,26,100
981,UCAYALI,CORONEL PORTILLO,MANANTAY,EL NARANJAL,-8.719807,-74.469677,16,26,100
982,UCAYALI,CORONEL PORTILLO,CALLERIA,ISLA PROGRESO,-8.330572,-74.496663,7,24,100
983,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MIRAFLORES,-8.169188,-74.842395,10,23,100
984,UCAYALI,CORONEL PORTILLO,CALLERIA,TRES UNIDOS,-8.297788,-74.497983,7,22,100
985,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVA ALIANZA,-8.441515,-74.341892,11,21,100
986,UCAYALI,CORONEL PORTILLO,YARINACOCHA,SAN LORENZO,-8.348447,-74.604614,6,19,100
987,UCAYALI,CORONEL PORTILLO,YARINACOCHA,SAN PEDRO DE BELLO HORIZONTE,-8.124774,-74.644178,6,19,100
988,UCAYALI,CORONEL PORTILLO,CALLERIA,EL MANGUAL,-8.310705,-74.530797,7,17,100
989,UCAYALI,CORONEL PORTILLO,IPARIA,NUEVA UNION,-9.417315,-74.255852,5,17,100
990,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MISION SAM,-8.353948,-74.660035,5,16,100
991,UCAYALI,CORONEL PORTILLO,CALLERIA,SANTA ROSA DE CAPSINAY,-8.446264,-74.388472,5,11,100
992,UCAYALI,CORONEL PORTILLO,MANANTAY,MIGUEL GRAU,-8.457362,-74.474347,4,11,100
993,UCAYALI,CORONEL PORTILLO,YARINACOCHA,AGRICOLA EL SOL,-8.235062,-74.778581,4,8,10
994,UCAYALI,CORONEL PORTILLO,YARINACOCHA,SOLEDAD,-8.25222,-74.567769,3,6,10
995,UCAYALI,CORONEL PORTILLO,CALLERIA,MI PERU,-8.348367,-74.512387,1,5,10
996,UCAYALI,CORONEL PORTILLO,CALLERIA,SANTA CLOTILDE,-8.29292,-74.514832,1,3,10
997,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO PARAISO DE MASHANGAY,-8.40898,-74.389973,1,3,10
998,UCAYALI,CORONEL PORTILLO,YARINACOCHA,LOS ANGELES,-8.262955,-74.575865,2,3,10
999,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVO UNION DE JUANTIA TIPISHCA,-8.25023,-74.83138,2,2,10
1000,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO SAN ANTONIO,-8.169748,-74.609908,1,1,10
1001,UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVA FORTUNA,-8.487642,-74.389792,1,1,10
1002,UCAYALI,CORONEL PORTILLO,MASISEA,MONTE DE LOS OLIVOS,-8.551195,-74.349328,1,1,10
1003,UCAYALI,CORONEL PORTILLO,MANANTAY,NUEVO ORIENTE DE CHAMAJAO,-8.47671,-74.488577,0,0,10
1004,AMAZONAS,BONGARA,JAZAN,PEDRO RUIZ GALLO,-5.941387,-77.977098,1365,5361,10000
1005,AMAZONAS,UTCUBAMBA,LONYA GRANDE,LONYA GRANDE,-6.096373,-78.422516,698,2896,10000
1006,AMAZONAS,BAGUA,ARAMANGO,EL MUYO (C.P.L.),-5.422545,-78.45299,311,1206,10000
1007,AMAZONAS,UTCUBAMBA,CAJARURO,NARANJITOS,-5.814901,-78.277449,177,577,1000
1008,AMAZONAS,UTCUBAMBA,CUMBA,TAGTAGO,-5.981024,-78.630186,202,562,1000
1009,AMAZONAS,UTCUBAMBA,JAMALCA,PUERTO NARANJITOS,-5.82154,-78.275662,102,360,1000
1010,AMAZONAS,BAGUA,ARAMANGO,TUTUMBEROS,-5.327317,-78.44472,49,179,1000
1011,AMAZONAS,BAGUA,ARAMANGO,RESERVA UJUCANO,-5.427565,-78.444372,44,129,1000
1012,AMAZONAS,BONGARA,JAZAN,SEÑOR DE GUALAMITA,-5.935217,-77.974682,11,36,100
1013,AMAZONAS,UTCUBAMBA,EL MILAGRO,PAPAYA BAJA (PARCIALIDAD),-5.560332,-78.570703,15,33,100
1014,AMAZONAS,BONGARA,JAZAN,NUEVA ESPERANZA,-5.935482,-77.976755,4,15,100
1015,AMAZONAS,BAGUA,BAGUA,ALENYA BAJO,-5.682439,-78.495229,3,8,10
1016,AMAZONAS,BONGARA,JAZAN,PEDRO RUIZ,-5.94069,-77.97635,2,7,10
1017,AMAZONAS,BONGARA,JAZAN,SAN JERONIMO,-5.95036,-77.97886,3,6,10
1018,AMAZONAS,UTCUBAMBA,CUMBA,CHALA,-5.973545,-78.633153,1,6,10
1019,AMAZONAS,BONGARA,JAZAN,SANTA ROSA,-5.932149,-77.972108,1,5,10
1020,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALCAPARROSA,-6.982368,-77.932555,1,4,10
1021,AMAZONAS,BONGARA,CUISPES,MITOPAMPA,-5.93856,-77.965302,1,4,10
1022,AMAZONAS,UTCUBAMBA,CUMBA,PUERTO CHOROS,-5.894283,-78.687223,1,4,10
1023,AMAZONAS,UTCUBAMBA,LONYA GRANDE,MANCARRON,-6.096585,-78.428543,2,4,10
1024,AMAZONAS,UTCUBAMBA,LONYA GRANDE,BOLIVIA,-6.101328,-78.427833,1,3,10
1025,AMAZONAS,UTCUBAMBA,CUMBA,AGUA AZUL,-5.969275,-78.619398,1,1,10
1026,AMAZONAS,UTCUBAMBA,LONYA GRANDE,MATULI,-6.106335,-78.416907,1,1,10
1027,AMAZONAS,BONGARA,JAZAN,VILLA ERNESTINA,-5.934992,-77.977918,0,0,10
1028,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ARCURCO,-6.101007,-78.417463,0,0,10
1029,ANCASH,SANTA,COISHCO,COISHCO,-9.023163,-78.616148,4089,15979,100000
1030,ANCASH,SANTA,NEPEÑA,SAN JACINTO,-9.145455,-78.276634,2454,8470,10000
1031,ANCASH,POMABAMBA,POMABAMBA,POMABAMBA,-8.821054,-77.460342,1405,5667,10000
1032,ANCASH,BOLOGNESI,HUALLANCA,HUALLANCA,-9.89946,-76.941805,1138,5064,10000
1033,ANCASH,SIHUAS,SIHUAS,SIHUAS,-8.554398,-77.630919,1133,4354,10000
1034,ANCASH,HUARI,CHAVIN DE HUANTAR,CHAVIN DE HUANTAR,-9.588503,-77.178408,622,2384,10000
1035,ANCASH,SANTA,CHIMBOTE,EL PEDREGAL,-8.810732,-78.552503,528,1576,10000
1036,ANCASH,HUARAZ,TARICA,TARICA,-9.393582,-77.575046,392,1419,10000
1037,ANCASH,HUARI,SAN MARCOS,CARHUAYOC,-9.528527,-77.127203,346,1167,10000
1038,ANCASH,CASMA,BUENA VISTA ALTA,HEROES DEL CENEPA-BUENA VISTA BAJA,-9.440415,-78.210577,359,1151,10000
1039,ANCASH,CASMA,YAUTAN,CACHIPAMPA BAJA,-9.516521,-78.05194,240,863,1000
1040,ANCASH,SANTA,NEPEÑA,CERRO BLANCO,-9.183938,-78.341335,226,828,1000
1041,ANCASH,CARHUAZ,PARIAHUANCA,PARIAHUANCA,-9.365146,-77.580846,191,624,1000
1042,ANCASH,HUARI,RAHUAPAMPA,RAHUAPAMPA,-9.359254,-77.078653,114,496,1000
1043,ANCASH,HUAYLAS,PUEBLO LIBRE,TOCASH,-9.087312,-77.793802,117,443,1000
1044,ANCASH,CASMA,YAUTAN,JAIHUA ALTA,-9.531342,-78.072337,116,405,1000
1045,ANCASH,SANTA,CHIMBOTE,VALLE EL PROGRESO,-8.864878,-78.542051,108,401,1000
1046,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,ACO,-9.36831,-77.564365,105,386,1000
1047,ANCASH,CARHUAZ,TINCO,PAMPAC,-9.264677,-77.674533,104,378,1000
1048,ANCASH,CASMA,BUENA VISTA ALTA,BUENA VISTA ALTA,-9.432502,-78.206817,116,359,1000
1049,ANCASH,HUARAZ,PAMPAS,PAMPAS GRANDE,-9.655206,-77.825988,124,332,1000
1050,ANCASH,SANTA,SAMANCO,LA CAPILLA,-9.264283,-78.474065,73,320,1000
1051,ANCASH,HUARAZ,TARICA,BUENOS AIRES DE KARIRAC,-9.430168,-77.541832,92,302,1000
1052,ANCASH,HUARAZ,INDEPENDENCIA,SANTA ROSA,-9.456838,-77.538868,70,268,1000
1053,ANCASH,SANTA,CHIMBOTE,CASCAJAL ALTO (CAMPAMENTO),-8.89755,-78.493466,77,266,1000
1054,ANCASH,SANTA,SAMANCO,LOS CHIMUS,-9.319132,-78.47672,88,263,1000
1055,ANCASH,YUNGAY,MANCOS,MITA,-9.20835,-77.69059,83,245,1000
1056,ANCASH,HUARAZ,TARICA,UCHUYACU,-9.426267,-77.552062,73,243,1000
1057,ANCASH,HUAYLAS,CARAZ,CONOPA GRANDE,-9.086405,-77.817242,61,235,1000
1058,ANCASH,POMABAMBA,POMABAMBA,PAUCHOS,-8.807767,-77.464122,58,232,1000
1059,ANCASH,SANTA,CACERES DEL PERU,COCHAPETI,-8.983993,-78.022952,67,232,1000
1060,ANCASH,OCROS,COCHAS,MICAELA BASTIDAS (VENADO MUERTO),-10.755987,-77.560485,67,216,1000
1061,ANCASH,HUARI,SAN MARCOS,GAUCHO,-9.592382,-77.175117,65,203,1000
1062,ANCASH,HUARAZ,INDEPENDENCIA,CHURAP,-9.451822,-77.530777,56,199,1000
1063,ANCASH,YUNGAY,SHUPLUY,SHUPLUY,-9.216856,-77.693927,62,198,1000
1064,ANCASH,YUNGAY,QUILLO,HUASCARAN,-9.406978,-77.986707,40,189,1000
1065,ANCASH,POMABAMBA,POMABAMBA,HUAYCOCOLLPA,-8.829342,-77.456083,55,187,1000
1066,ANCASH,HUARI,MASIN,HUAYTUNA,-9.359442,-77.081418,58,181,1000
1067,ANCASH,HUARI,SAN MARCOS,CARMEN ROSA,-9.58737,-77.174348,44,174,1000
1068,ANCASH,POMABAMBA,POMABAMBA,HAMPASH,-8.821588,-77.452942,50,162,1000
1069,ANCASH,CARHUAZ,ANTA,TRANCAPAMPA,-9.334875,-77.617245,46,160,1000
1070,ANCASH,HUARAZ,INDEPENDENCIA,CARIANPAMPA,-9.447413,-77.542585,41,150,1000
1071,ANCASH,HUAYLAS,CARAZ,RINCONADA,-9.074853,-77.793933,47,150,1000
1072,ANCASH,SANTA,MORO,LIMONHIRCA,-9.142952,-78.168357,52,148,1000
1073,ANCASH,CASMA,YAUTAN,JAIHUA BAJA,-9.52925,-78.076603,41,147,1000
1074,ANCASH,YUNGAY,QUILLO,PIRHUASH,-9.316445,-77.978633,43,145,1000
1075,ANCASH,BOLOGNESI,COLQUIOC,LLAMA RUMI,-10.237933,-77.568218,34,139,1000
1076,ANCASH,HUAYLAS,CARAZ,HUACRACOTO,-9.081002,-77.803862,42,139,1000
1077,ANCASH,HUARI,UCO,PUCHCA,-9.171367,-76.960645,32,132,1000
1078,ANCASH,POMABAMBA,POMABAMBA,UCUSHCASHA,-8.831268,-77.454742,32,114,1000
1079,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,SAN ANTONIO,-9.365323,-77.558493,38,111,1000
1080,ANCASH,CASMA,YAUTAN,MUÑA,-9.515087,-78.058253,29,111,1000
1081,ANCASH,POMABAMBA,POMABAMBA,VISTA FLORIDA,-8.817734,-77.456273,26,111,1000
1082,ANCASH,CASMA,YAUTAN,LA HOYADA BAJA,-9.530733,-78.082602,33,109,1000
1083,ANCASH,POMABAMBA,POMABAMBA,PARARA,-8.828895,-77.460665,27,109,1000
1084,ANCASH,CARHUAZ,ANTA,PIÑIURAN,-9.335448,-77.603627,35,108,1000
1085,ANCASH,POMABAMBA,POMABAMBA,HUAMPOCRUZ,-8.823137,-77.453415,29,105,1000
1086,ANCASH,CARHUAZ,MARCARA,HUASHCAR,-9.334195,-77.619963,31,103,1000
1087,ANCASH,CARHUAZ,MARCARA,PUENTE - NUEVA FLORIDA,-9.331207,-77.604138,27,100,1000
1088,ANCASH,SANTA,MORO,VINCHAMARCA CHICA,-9.156138,-78.180482,27,100,1000
1089,ANCASH,CASMA,YAUTAN,CACHIPAMPA BAJA,-9.517547,-78.055592,32,99,100
1090,ANCASH,SIHUAS,CASHAPAMPA,HUANCHAJ,-8.551607,-77.643983,26,92,100
1091,ANCASH,CARHUAZ,PARIAHUANCA,VIRGEN DEL CARMEN,-9.367005,-77.576615,26,87,100
1092,ANCASH,HUARAZ,TARICA,HUANCAPU,-9.428508,-77.546205,31,84,100
1093,ANCASH,CARHUAZ,PARIAHUANCA,SAN ISIDRO,-9.365168,-77.572123,30,82,100
1094,ANCASH,HUAYLAS,PUEBLO LIBRE,CONOPA CHICO,-9.092503,-77.827818,20,80,100
1095,ANCASH,CARHUAZ,PARIAHUANCA,BELLAVISTA,-9.363447,-77.570888,23,79,100
1096,ANCASH,POMABAMBA,POMABAMBA,PICHACPAMPA,-8.81427,-77.45627,24,78,100
1097,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,CHAMANA,-10.204873,-77.556638,20,76,100
1098,ANCASH,HUARAZ,PAMPAS,MATARA,-9.659635,-77.822707,27,74,100
1099,ANCASH,POMABAMBA,POMABAMBA,CUSHURU,-8.8128,-77.460532,21,72,100
1100,ANCASH,HUARAZ,PARIACOTO,RACRAO BAJO,-9.542058,-77.904938,27,70,100
1101,ANCASH,CARHUAZ,PARIAHUANCA,SAN MARTIN,-9.36652,-77.573995,21,69,100
1102,ANCASH,SANTA,CHIMBOTE,TABLONES,-8.702558,-78.386886,8,68,100
1103,ANCASH,CARHUAZ,PARIAHUANCA,INDEPENDENCIA,-9.360408,-77.579388,19,63,100
1104,ANCASH,POMABAMBA,POMABAMBA,DANZANA,-8.826398,-77.454227,17,55,100
1105,ANCASH,SANTA,MORO,HUAMBACHO,-9.150853,-78.179677,16,55,100
1106,ANCASH,YUNGAY,MANCOS,CRUZ CATAC,-9.213582,-77.689763,17,52,100
1107,ANCASH,POMABAMBA,POMABAMBA,COMUNPAMPA,-8.825402,-77.462425,11,49,100
1108,ANCASH,SANTA,CACERES DEL PERU,LAMPANIN,-8.93468,-78.145223,17,49,100
1109,ANCASH,CARHUAZ,PARIAHUANCA,PUMPUC,-9.3615,-77.58679,16,46,100
1110,ANCASH,POMABAMBA,POMABAMBA,MISHICOCHA,-8.812075,-77.455183,14,44,100
1111,ANCASH,HUARAZ,HUARAZ,HUACAPAMPA,-9.54062,-77.53554,7,42,100
1112,ANCASH,CARHUAZ,ANTA,LUCMA,-9.340442,-77.602058,11,41,100
1113,ANCASH,YUNGAY,QUILLO,PACCHAC,-9.307992,-77.98036,12,39,100
1114,ANCASH,HUARI,MASIN,POMACHACA,-9.392602,-77.138648,15,38,100
1115,ANCASH,HUARAZ,COCHABAMBA,NULLHUE,-9.459722,-77.825937,12,36,100
1116,ANCASH,SANTA,NUEVO CHIMBOTE,BASE 6,-9.093587,-78.476502,11,36,100
1117,ANCASH,HUARAZ,TARICA,SAN ANTONIO,-9.389497,-77.564208,10,35,100
1118,ANCASH,CARHUAZ,PARIAHUANCA,ICHIC AHUAC,-9.370518,-77.567633,10,35,100
1119,ANCASH,HUARAZ,TARICA,PAMPAHUAIN,-9.417687,-77.550402,12,33,100
1120,ANCASH,SIHUAS,SIHUAS,SIRAUMARCA,-8.545443,-77.625392,11,33,100
1121,ANCASH,POMABAMBA,POMABAMBA,HUAJTACHACRA,-8.812837,-77.46401,8,31,100
1122,ANCASH,HUARAZ,COCHABAMBA,PACHE,-9.464762,-77.825515,10,28,100
1123,ANCASH,HUARAZ,TARICA,HUANJA CHICO,-9.423468,-77.545445,11,28,100
1124,ANCASH,HUARI,HUARI,POMACHACA,-9.39357,-77.142633,12,28,100
1125,ANCASH,OCROS,ACAS,LLAMACHUPAN ANTIGUO,-10.603473,-77.408185,10,28,100
1126,ANCASH,SANTA,MORO,VINCHAMARCA GRANDE,-9.15055,-78.167465,12,28,100
1127,ANCASH,POMABAMBA,POMABAMBA,INCARAGA,-8.828307,-77.466157,5,27,100
1128,ANCASH,SANTA,SANTA,LA PRIMAVERA,-9.013013,-78.619324,6,26,100
1129,ANCASH,HUARAZ,PARIACOTO,RACRAO ALTO,-9.538512,-77.901082,11,25,100
1130,ANCASH,HUARI,SAN MARCOS,MARIASH,-9.59641,-77.175897,9,25,100
1131,ANCASH,HUARAZ,PARIACOTO,SAN CRISTOBAL DE RACRAO,-9.539528,-77.90691,10,24,100
1132,ANCASH,RECUAY,CATAC,ROMATAMBO,-10.023738,-77.309727,9,22,100
1133,ANCASH,CASMA,YAUTAN,LA HOYADA ALTA,-9.53694,-78.078972,8,21,100
1134,ANCASH,HUARI,CHAVIN DE HUANTAR,LA FLORIDA,-9.595427,-77.180512,8,21,100
1135,ANCASH,HUARAZ,HUARAZ,CHICORURI,-9.536538,-77.535464,7,20,100
1136,ANCASH,HUARAZ,INDEPENDENCIA,ORCON,-9.445876,-77.537599,8,20,100
1137,ANCASH,HUARAZ,TARICA,TARA,-9.4215,-77.551475,7,20,100
1138,ANCASH,POMABAMBA,POMABAMBA,HUARIJIRCA,-8.827718,-77.464087,6,20,100
1139,ANCASH,SIHUAS,SIHUAS,ÑUNYASH,-8.545538,-77.63789,6,20,100
1140,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,ACO,-9.37001,-77.55944,5,17,100
1141,ANCASH,HUARAZ,HUARAZ,BELLA VISTA,-9.543621,-77.519159,4,16,100
1142,ANCASH,HUARI,UCO,SHOGOSHMARCA,-9.17817,-76.946913,7,16,100
